Rank;Country;Age;Birthday;Weight;Height;WL_17;T17;Earn17;Career_high;WL_career;T_career;Earn_career
Luca Giacomini; 890; ITA; 20; 1997.10.24;  ; ;0-0; 0; 3,358; 890; 0-0; 0; 6,398
Andre Miele; 891; BRA; 30; 1987.04.12;  ; ;0-0; 0; 3,387; 229; 0-0; 0; 168,722
Simon Carr; 892; IRL; 18; 1999.11.07;  ; ;0-0; 0; 4,169; 892; 0-0; 0; 6,551
Karl Friberg; 893; SWE; 18; 1999.03.25; 85; 191; 0-0; 0; 5,956; 893; 0-0; 0; 8,430
Jake Delaney; 894; AUS; 20; 1997.05.14; 80; 188; 0-0; 0; 2,408; 554; 0-0; 0; 18,863
Bogdan Ionut Apostol; 895; ROU; 21; 1996.01.17;  ; ;0-0; 0; 2,467; 627; 0-0; 0; 19,278
Johannes Haerteis; 896; GER; 21; 1996.02.22;  ; ;0-0; 0; 3,425; 335; 0-0; 0; 30,767
Francisco Cabral; 897; POR; 20; 1997.01.08;  ; ;0-0; 0; 4,128; 426; 0-0; 0; 14,455
James Frawley; 898; AUS; 23; 1994.03.29; 74; 183; 0-0; 0; 6,634; 886; 0-0; 0; 16,070
Johan Nikles; 899; SUI; 20; 1997.03.23; 67; 170; 0-1; 0; 5,821; 460; 0-1; 0; 28,936
Francois-Arthur Vibert; 900; FRA; 27; 1990.08.03; 80; 188; 0-0; 0; 2,787; 618; 0-0; 0; 58,534
Jose Fco. Vidal Azorin; 901; ESP; 24; 1993.06.12; 68; 178; 0-0; 0; 7,438; 632; 0-0; 0; 22,184
Trevor Allen Johnson; 902; USA; 22; 1995.12.27;  ; ;0-0; 0; 2,268; 902; 0-0; 0; 3,266
Seong-Gook Oh; 903; KOR; 25; 1992.04.23; 80; 191; 0-0; 0; 2,178; 901; 0-0; 0; 6,061
Brandon Holt; 904; USA; 19; 1998.04.06; 82; 185; 0-0; 0; 2,410; 684; 0-0; 0; 8,025
Tom Fawcett; 905; USA; 22; 1995.10.18; 93; 196; 0-0; 0; 4,480; 897; 0-0; 0; 15,240
Kenneth Raisma; 906; EST; 19; 1998.04.03; 82; 193; 1-0; 0; 4,827; 676; 1-0; 0; 12,693
Lukas Ruepke; 907; GER; 24; 1993.07.06; 85; 180; 0-0; 0; 3,925; 767; 0-0; 0; 15,346
Mazen Osama; 908; EGY; 22; 1995.02.09;  ; ;0-0; 0; 3,552; 473; 1-0; 0; 17,520
Luke Johnson; 909; GBR; 23; 1994.03.18;  ; ;0-0; 0; 4,593; 365; 0-0; 0; 10,051
Facundo Juarez; 910; ARG; 20; 1997.09.23;  ; ;0-0; 0; 3,597; 895; 0-0; 0; 6,337
Dmitry Mnushkin; 911; RUS; 21; 1996.04.29;  ; ;0-0; 0; 3,786; 911; 0-0; 0; 9,746
Jose Olivares; 912; DOM; 20; 1997.01.08; 86; 163; 0-0; 0; 2,225; 689; 0-0; 0; 18,744
Louis Chaix; 913; FRA; 22; 1995.05.14;  ; ;0-0; 0; 4,481; 884; 0-0; 0; 7,381
Cing-Yang Meng; 914; TPE; 19; 1998.07.19; 70; 175; 0-0; 0; 5,065; 844; 0-0; 0; 9,101
Caio Silva; 915; BRA; 26; 1991.10.15; 81; 180; 0-0; 0; 4,611; 312; 0-0; 0; 53,413
Issei Okamura; 916; JPN; 25; 1992.05.26;  ; ;0-0; 0; 3,055; 482; 0-0; 0; 27,679
Nuno Deus; 917; POR; 22; 1995.05.07; 74; 183; 0-0; 0; 5,289; 330; 0-0; 0; 29,922
Alexis Gautier; 918; FRA; 20; 1997.04.07; 75; 198; 0-0; 0; 2,384; 868; 0-0; 0; 5,794
Ryan Nijboer; 919; NED; 18; 1999.07.28;  ; ;0-0; 0; 2,436; 918; 0-0; 0; 3,126
Fernando Bogajo; 920; ESP; 25; 1992.10.12;  ; ;0-0; 0; 2,856; 919; 0-0; 0; 4,772
Finn Bass; 921; GBR; 18; 1999.10.09;  ; ;0-0; 0; 2,715; 920; 0-0; 0; 3,727
Romain Jouan; 922; FRA; 32; 1985.07.16; 77; 183; 0-0; 0; 3,252; 209; 1-4; 0; 242,863
Marcin Gawron; 923; POL; 29; 1988.05.25;  ; ;0-0; 0; 1,933; 268; 0-2; 0; 155,762
Alexandre Tsuchiya; 924; BRA; 25; 1992.12.05; 74; 180; 0-0; 0; 3,261; 649; 0-0; 0; 37,864
Michael Vrbensky; 925; CZE; 18; 1999.12.26;  ; ;0-0; 0; 3,838; 924; 0-0; 0; 4,930
Clement Larriere; 926; FRA; 20; 1997.05.21;  ; ;0-0; 0; 4,056; 925; 0-0; 0; 10,295
Filip Duda; 927; CZE; 19; 1998.09.30;  ; ;0-0; 0; 2,838; 667; 0-0; 0; 8,349
Sherif Sabry; 928; EGY; 31; 1986.08.29;  ; ;0-0; 0; 2,533; 410; 2-10; 0; 108,314
Federico Moreno; 929; ARG; 23; 1994.08.05; 82; 180; 0-0; 0; 2,364; 796; 0-0; 0; 12,952
Dane Propoggia; 930; AUS; 27; 1990.04.24;  ; ;0-0; 0; 8,094; 109; 0-1; 0; 144,678
Alessandro Luisi; 931; ITA; 28; 1989.11.04; 80; 185; 0-0; 0; 4,462; 743; 0-0; 0; 16,908
Dragos Nicolae Madaras; 932; SWE; 20; 1997.09.12; 85; 191; 0-0; 0; 3,230; 611; 0-0; 0; 17,455
Mate Pavic; 933; CRO; 24; 1993.07.04; 83; 193; 47-27; 3; 491,065; 15; 133-89; 8; 1,094,004
Nikola Mektic; 934; CRO; 29; 1988.12.24; 80; 183; 34-26; 2; 253,186; 31; 38-38; 2; 615,313
Julian Cash; 935; GBR; 21; 1996.08.29; 76; 185; 0-0; 0; 1,788; 935; 0-0; 0; 4,540
Jacob Dunbar; 936; USA; 22; 1995.10.02;  ; ;0-0; 0; 2,571; 936; 0-0; 0; 3,027
Soren Hess-Olesen; 937; DEN; 26; 1991.01.09; 82; 188; 1-2; 0; 2,551; 937; 1-2; 0; 5,155
Scott Puodziunas; 938; AUS; 28; 1989.11.09; 95; 198; 0-0; 0; 7,841; 300; 0-0; 0; 31,422
Khumoyun Sultanov; 939; UZB; 19; 1998.10.27;  ; ;0-0; 0; 4,653; 726; 0-0; 0; 16,517
James Marsalek; 940; GBR; 25; 1992.04.05; 83; 185; 0-0; 0; 3,081; 537; 0-0; 0; 53,905
Chan-yeong Oh; 941; KOR; 19; 1998.06.27; 76; 178; 0-0; 0; 4,656; 860; 0-0; 0; 10,638
Ryusei Makiguchi; 942; JPN; 26; 1991.05.03; 77; 178; 0-0; 0; 3,521; 461; 0-0; 0; 52,979
Luis Patino; 943; MEX; 24; 1993.10.06; 76;  ;1-2; 0; 6,451; 239; 1-3; 0; 70,271
Ryan Peniston; 944; GBR; 22; 1995.11.10;  ; ;0-0; 0; 1,401; 928; 0-0; 0; 7,828
Vitaliy Sachko; 945; UKR; 20; 1997.07.14; 68; 183; 0-0; 0; 3,763; 937; 0-0; 0; 10,824
Marc Fornell-Mestres; 946; ESP; 35; 1982.01.26;  ; ;0-0; 0; 5,578; 167; 0-0; 0; 224,673
Felipe Meligeni Rodrigues Alves; 947; BRA; 19; 1998.02.19; 75;  ;0-0; 0; 3,054; 529; 0-0; 0; 11,365
Chien-hsun Lo; 948; TPE; 19; 1998.11.15;  ; ;0-0; 0; 4,423; 938; 0-0; 0; 6,877
Michael Zhu; 949; USA; 25; 1992.08.12;  ; ;0-0; 0; 2,163; 711; 0-0; 0; 9,467
Mircea-Alexandru Jecan; 950; ROU; 29; 1988.06.02; 72; 180; 0-0; 0; 3,126; 398; 0-0; 0; 25,683
Gabor Borsos; 951; HUN; 26; 1991.06.30; 88; 196; 1-1; 0; 11,362; 188; 1-1; 0; 35,748
Mats Rosenkranz; 952; GER; 19; 1998.08.23; 80; 196; 0-0; 0; 4,370; 952; 0-0; 0; 7,112
Dominik Kellovsky; 953; CZE; 21; 1996.07.24; 78; 183; 0-0; 0; 3,836; 485; 0-0; 0; 36,148
Winston Lin; 954; USA; 24; 1993.04.25;  ; ;0-0; 0; 5,726; 683; 0-0; 0; 21,577
Ivan Davydov; 955; RUS; 21; 1996.10.18; 80; 191; 0-0; 0; 2,273; 743; 0-0; 0; 16,452
Alberto Romero De Avila Senise; 956; ESP; 20; 1997.12.03; 63; 175; 0-0; 0; 6,624; 679; 0-0; 0; 20,004
Takao Suzuki; 957; JPN; 41; 1976.09.20; 73; 175; 0-0; 0; 1,530; 102; 50-46; 0; 729,199
Julian Zlobinsky; 958; USA; 21; 1996.01.08; 78; 183; 0-0; 0; 1,704; 958; 0-0; 0; 2,688
Logan Smith; 959; USA; 21; 1996.10.29; 79; 191; 0-0; 0; 2,500; 957; 0-0; 0; 3,722
Kirill Dmitriev; 960; RUS; 26; 1991.08.09; 84; 191; 0-0; 0; 2,545; 363; 0-0; 0; 49,102
Zizou Bergs; 961; BEL; 18; 1999.06.03;  ; ;0-0; 0; 3,860; 961; 0-0; 0; 6,373
Tal Goldengoren; 962; ISR; 21; 1996.04.16;  ; ;0-0; 0; 2,433; 596; 0-0; 0; 22,082
Gabi Adrian Boitan; 963; ROU; 18; 1999.07.11;  ; ;0-0; 0; 2,631; 963; 0-0; 0; 3,267
Tyler Lu; 964; USA; 22; 1995.08.12;  ; ;0-0; 0; 3,260; 964; 0-0; 0; 4,319
Tigre Hank; 965; MEX; 26; 1991.09.30; 85; 188; 0-0; 0; 4,799; 416; 1-8; 0; 89,610
Rhyne Williams; 966; USA; 26; 1991.03.22; 84; 185; 0-0; 0; 2,485; 141; 3-2; 0; 460,657
Isaiah Strode; 967; USA; 20; 1997.09.15;  ; ;0-0; 0; 2,080; 886; 0-0; 0; 8,108
Diego Hidalgo; 968; ECU; 24; 1993.04.18;  ; ;0-0; 0; 2,555; 403; 0-1; 0; 22,786
Alexander Day; 969; CAN; 22; 1995.09.10; 77; 180; 0-0; 0; 4,056; 969; 0-0; 0; 10,320
Franjo Raspudic; 970; CRO; 27; 1990.11.15; 83; 188; 0-0; 0; 4,013; 634; 0-0; 0; 36,696
Francis Casey Alcantara; 971; PHI; 25; 1992.02.04; 70; 170; 1-0; 0; 5,365; 330; 5-0; 0; 19,314
Piotr Matuszewski; 972; POL; 19; 1998.04.22; 82; 188; 0-0; 0; 1,845; 493; 0-0; 0; 9,693
Simone Roncalli; 973; ITA; 21; 1996.05.08; 72; 178; 0-0; 0; 3,722; 908; 0-0; 0; 13,028
Strong Kirchheimer; 974; USA; 22; 1995.04.26; 79; 185; 0-0; 0; 4,699; 891; 0-0; 0; 9,649
Eduardo Dischinger; 975; BRA; 25; 1992.05.18;  ; ;0-0; 0; 3,803; 248; 0-0; 0; 59,856
Hong Kit Wong; 975; HKG; 19; 1998.08.30;  ; ;0-0; 0; 1,626; 778; 0-0; 0; 9,482
Eduardo Agustin Torre; 977; ARG; 23; 1994.10.18;  ; ;0-0; 0; 2,316; 483; 0-0; 0; 31,384
Carlos Eduardo Severino; 978; BRA; 27; 1990.12.05; 76; 183; 0-0; 0; 3,906; 343; 0-0; 0; 56,202
Enrico Dalla Valle; 979; ITA; 19; 1998.03.21;  ; ;0-0; 0; 2,307; 770; 0-0; 0; 14,188
Juan Ignacio Ameal; 980; ARG; 23; 1994.05.08; 78; 178; 0-0; 0; 4,164; 552; 0-0; 0; 23,872
Connor Farren; 981; USA; 23; 1994.10.03; 77; 183; 0-0; 0; 2,717; 767; 0-0; 0; 25,638
Tim Van Terheijden; 981; NED; 27; 1990.01.20;  ; ;0-0; 0; 1,398; 301; 0-0; 0; 27,764
Adria Mas Mascolo; 983; ESP; 24; 1993.03.23; 69; 175; 0-0; 0; 2,834; 642; 0-0; 0; 26,798
Nick Chappell; 984; USA; 25; 1992.09.19; 86; 178; 0-0; 0; 3,765; 416; 0-0; 0; 24,513
Andrey Chepelev; 985; RUS; 19; 1998.08.02;  ; ;0-0; 0; 4,606; 985; 0-0; 0; 7,138
Aaron Cortes Alcaraz; 986; ESP; 23; 1994.11.02; 79; 180; 0-0; 0; 4,710; 955; 0-0; 0; 17,924
Thales Turini; 987; BRA; 28; 1989.07.18;  ; ;0-0; 0; 4,861; 397; 0-0; 0; 105,812
Jui-Chen Hung; 988; TPE; 27; 1990.03.01;  ; ;0-0; 0; 4,756; 402; 0-2; 0; 49,216
Hugo Voljacques; 989; FRA; 25; 1992.12.30;  ; ;0-0; 0; 4,979; 358; 0-0; 0; 20,689
James Duckworth; 990; AUS; 25; 1992.01.21; 82; 183; 0-1; 0; 37,490; 82; 19-37; 0; 1,076,096
Guillermo Duran; 991; ARG; 29; 1988.06.06; 82; 178; 13-13; 2; 91,694; 48; 36-39; 4; 352,475
Riccardo Ghedin; 992; ITA; 32; 1985.12.05; 78;  ;0-0; 0; 11,496; 109; 0-1; 0; 317,614
Juraj Masar; 993; SVK; 25; 1992.07.10; 80; 191; 0-0; 0; 2,000; 608; 0-0; 0; 19,050
Keegan Smith; 994; USA; 19; 1998.06.23;  ; ;0-0; 0; 3,051; 988; 0-0; 0; 5,646
Mick Veldheer; 995; NED; 21; 1996.04.05;  ; ;0-0; 0; 2,573; 995; 0-0; 0; 5,481
Sergio Luis Hernandez Ramirez; 996; COL; 18; 1999.08.28; 68; 175; 0-0; 0; 2,204; 996; 0-0; 0; 5,404
Ezekiel Clark; 1001; USA; 19; 1998.07.19; 66; 170; 0-0; 0; 3,400; 986; 0-0; 0; 5,990
Sergey Fomin; 998; UZB; 16; 2001.02.01; 80; 183; 0-0; 0; 3,278; 989; 0-0; 0; 6,506
Alvaro Lopez San Martin; 999; ESP; 20; 1997.06.02; 78; 185; 0-0; 0; 2,383; 349; 0-0; 0; 25,094
Jolan Cailleau; 1000; BEL; 22; 1995.06.28;  ; ;0-0; 0; 2,357; 881; 0-0; 0; 6,855
Ilija Vucic; 1001; SRB; 27; 1990.10.17; 78; 188; 0-0; 0; 3,419; 193; 0-0; 0; 58,097
Andrew Watson; 1002; GBR; 21; 1996.08.28; 84; 193; 0-0; 0; 2,159; 797; 0-0; 0; 9,058
Michael Geerts; 1003; BEL; 22; 1995.01.17; 73; 180; 0-0; 0; 3,735; 435; 0-0; 0; 33,045
Hugo Daubias; 1004; FRA; 21; 1996.05.02;  ; ;0-0; 0; 2,893; 972; 0-0; 0; 6,681
Victor Nunez; 1005; CHI; 26; 1991.05.25; 90; 173; 0-0; 0; 2,799; 930; 0-0; 0; 20,192
Petr Hajek; 1006; CZE; 20; 1997.03.12;  ; ;0-0; 0; 3,230; 910; 0-0; 0; 8,910
Gabriel Donev; 1007; BUL; 21; 1996.06.29;  ; ;0-0; 0; 3,153; 947; 0-0; 0; 7,393
Dalwinder Singh; 1008; IND; 21; 1996.04.25; 68; 180; 0-0; 0; 4,073; 791; 0-0; 0; 7,287
Jayesh Pungliya; 1009; IND; 21; 1996.09.22; 66; 178; 0-0; 0; 3,782; 984; 0-0; 0; 10,605
Mike Urbanija; 1010; SLO; 28; 1989.12.26; 78; 185; 0-1; 0; 3,267; 477; 0-3; 0; 31,030
Laslo Urrutia Fuentes; 1011; CHI; 27; 1990.03.22;  ; ;0-0; 0; 3,698; 574; 0-0; 0; 26,909
Hugo Largo; 1012; ESP; 20; 1997.07.23;  ; ;0-0; 0; 4,166; 1009; 0-0; 0; 5,702
Guy Den Heijer; 1013; NED; 20; 1997.03.30;  ; ;0-0; 0; 3,854; 891; 0-0; 0; 8,639
Javier Pulgar-Garcia; 1013; ESP; 28; 1989.04.05; 73;  ;0-0; 0; 2,038; 461; 0-0; 0; 32,021
Vladyslav Orlov; 1015; UKR; 22; 1995.05.17;  ; ;0-0; 0; 3,354; 662; 0-0; 0; 10,639
Frederik Press; 1016; GER; 22; 1995.04.04;  ; ;0-0; 0; 4,088; 983; 0-0; 0; 7,159
Rio Noguchi; 1017; JPN; 19; 1998.12.28; 61; 168; 0-0; 0; 4,666; 1016; 0-0; 0; 7,336
Marco Miceli; 1018; ITA; 19; 1998.11.03;  ; ;0-0; 0; 5,072; 989; 0-0; 0; 6,898
Joshua Paris; 1019; GBR; 21; 1996.03.06; 83;  ;0-0; 0; 4,684; 893; 0-0; 0; 14,125
Michal Schmid; 1020; CZE; 29; 1988.11.28;  ; ;0-0; 0; 4,879; 373; 0-0; 0; 84,757
Francesco Ferrari; 1021; ITA; 20; 1997.06.22; 72; 180; 0-0; 0; 4,582; 873; 0-0; 0; 10,172
Santiago Maresca; 1022; URU; 23; 1994.09.14;  ; ;0-0; 0; 2,457; 746; 0-1; 0; 19,760
Mikalai Haliak; 1023; BLR; 19; 1998.08.14; 75; 183; 0-0; 0; 6,249; 1020; 0-0; 0; 10,253
John Lamble; 1024; USA; 25; 1992.03.31; 79; 183; 0-0; 0; 2,300; 497; 0-0; 0; 19,908
Fabricio Neis; 1025; BRA; 27; 1990.06.15;  ; ;0-3; 0; 20,351; 96; 1-4; 0; 118,326
Jae Hwan Kim; 1026; KOR; 23; 1994.09.23; 85; 183; 0-0; 0; 1,605; 907; 0-0; 0; 11,413
Pavel Filin; 1027; BLR; 25; 1992.03.29; 73; 178; 0-0; 0; 1,761; 887; 0-0; 0; 15,837
Manish Sureshkumar; 1028; IND; 18; 1999.08.13; 62; 183; 0-0; 0; 2,450; 1022; 0-0; 0; 6,051
Tomas Martin Etcheverry; 1029; ARG; 18; 1999.07.18;  ; ;0-0; 0; 2,229; 1017; 0-0; 0; 3,273
Gengo Kikuchi; 1030; JPN; 26; 1991.11.07; 65; 183; 0-0; 0; 2,512; 638; 0-0; 0; 25,214
Alen Avidzba; 1031; RUS; 17; 2000.02.24; 76; 188; 0-0; 0; 2,504; 841; 0-0; 0; 4,470
Su Hao Zhong; 1032; CHN; 20; 1997.03.19;  ; ;0-0; 0; 2,158; 836; 0-0; 0; 12,101
Richard Muzaev; 1033; RUS; 25; 1992.03.21; 74; 178; 0-1; 0; 3,403; 443; 0-2; 0; 50,943
Luka Pavlovic; 1033; FRA; 17; 2000.03.30;  ; ;0-0; 0; 2,411; 1033; 0-0; 0; 3,449
Gianni Ross; 1035; USA; 18; 1999.02.04; 70; 180; 0-0; 0; 2,749; 1020; 0-0; 0; 3,695
Yu  Hsiang Chiu; 1036; TPE; 23; 1994.11.05; 78; 180; 0-0; 0; 1,971; 638; 0-0; 0; 10,744
Alexis Klegou; 1037; BEN; 28; 1989.01.25; 86;  ;0-0; 0; 2,017; 565; 0-2; 0; 20,925
David Volfson; 1038; CAN; 20; 1997.09.14;  ; ;0-0; 0; 974; 971; 0-0; 0; 18,194
Eric Johnson; 1039; USA; 24; 1993.02.17; 82; 188; 0-0; 0; 3,638; 510; 0-0; 0; 15,198
Vullnet Tashi; 1039; SUI; 24; 1993.01.10; 80; 188; 0-0; 0; 3,742; 826; 0-0; 0; 15,314
Alexander Lebedyn; 1041; UKR; 21; 1996.04.25; 68; 175; 0-0; 0; 2,974; 1035; 0-0; 0; 10,457
Tomas Liska; 1042; SVK; 19; 1998.07.31;  ; ;0-0; 0; 4,234; 1031; 0-0; 0; 7,017
Dusty H. Boyer; 1043; USA; 24; 1993.07.02;  ; ;0-0; 0; 3,441; 1040; 0-0; 0; 6,001
Ignacio Monzon; 1044; ARG; 19; 1998.01.05;  ; ;0-0; 0; 3,258; 1041; 0-0; 0; 6,458
Ioannis Stergiou; 1045; GRE; 22; 1995.04.03;  ; ;0-0; 0; 3,284; 981; 0-0; 0; 7,638
Calum Puttergill; 1046; AUS; 24; 1993.10.22; 78; 183; 0-0; 0; 2,636; 780; 0-0; 0; 22,595
Marc Dijkhuizen; 1047; NED; 21; 1996.04.01;  ; ;0-0; 0; 1,974; 737; 0-0; 0; 11,020
Giorgio Ricca; 1048; ITA; 22; 1995.02.27; 80; 193; 0-0; 0; 1,955; 879; 0-0; 0; 12,353
Tyler Mercier; 1049; USA; 26; 1991.06.21; 77; 191; 0-0; 0; 3,702; 1004; 0-0; 0; 6,900
Gabriel Alejandro Hidalgo; 1050; ARG; 27; 1990.08.06;  ; ;0-0; 0; 2,523; 413; 0-0; 0; 61,215
Alejo Vilaro; 1050; ARG; 22; 1995.09.26; 74;  ;0-0; 0; 3,742; 1049; 0-0; 0; 7,026
Quim Sorni Chavarria; 1052; ESP; 20; 1997.04.02;  ; ;0-0; 0; 4,600; 1008; 0-0; 0; 8,824
Sergi Perez Contri; 1053; ESP; 19; 1998.01.20;  ; ;0-0; 0; 1,644; 879; 0-0; 0; 9,460
Goran Markovic; 1054; SRB; 22; 1995.09.17; 78; 183; 0-0; 0; 2,703; 699; 0-0; 0; 19,317
Oleg Prihodko; 1055; UKR; 20; 1997.10.03;  ; ;0-0; 0; 4,671; 395; 0-0; 0; 14,221
Matija Pecotic; 1056; CRO; 28; 1989.07.03; 83; 188; 0-0; 0; 21,463; 206; 0-0; 0; 71,840
Jules Marie; 1057; FRA; 26; 1991.09.01; 76; 185; 0-0; 0; 909; 228; 0-0; 0; 80,950
Alexander Ritschard; 1058; SUI; 23; 1994.03.24;  ; ;0-0; 0; 906; 987; 0-1; 0; 20,413
Michail Pervolarakis; 1059; CYP; 21; 1996.06.06; 90; 193; 0-0; 0; 1,581; 1047; 0-0; 0; 3,653
Victor Baluda; 1060; RUS; 25; 1992.09.30;  ; ;0-0; 0; 2,508; 115; 3-5; 0; 114,392
Haru Inoue; 1060; JPN; 21; 1996.07.20;  ; ;0-0; 0; 1,841; 1048; 0-0; 0; 2,625
Chun Hun Wong; 1060; HKG; 22; 1995.10.30; 66; 170; 1-0; 0; 924; 951; 1-0; 0; 4,717
Guy Orly Iradukunda; 1063; BDI; 21; 1996.03.21;  ; ;0-0; 0; 2,711; 1016; 0-0; 0; 5,691
Pavel Tsoy; 1064; UZB; 22; 1995.09.19; 75;  ;0-0; 0; 2,810; 1004; 0-0; 0; 12,386
Bart Van Den Berg; 1065; NED; 24; 1993.07.25;  ; ;0-0; 0; 2,236; 1053; 0-0; 0; 6,950
Arthur Rinderknech; 1066; FRA; 22; 1995.07.23;  ; ;0-0; 0; 1,195; 890; 0-0; 0; 5,914
Michael Look; 1067; AUS; 30; 1987.11.24;  ; ;0-0; 0; 2,766; 323; 0-0; 0; 49,272
Luis David Martinez; 1068; VEN; 28; 1989.05.12; 78; 180; 3-0; 0; 10,784; 176; 14-2; 0; 94,184
Hady Habib; 1069; USA; 19; 1998.08.21; 85; 185; 0-0; 0; 2,636; 1055; 1-1; 0; 4,211
Neven Krivokuca; 1069; CRO; 22; 1995.09.15; 68; 180; 0-0; 0; 2,532; 1069; 0-0; 0; 7,848
Vasko Mladenov; 1071; BUL; 28; 1989.07.30; 84; 188; 0-0; 0; 1,868; 359; 1-1; 0; 33,215
Karol Drzewiecki; 1072; POL; 22; 1995.11.01; 88; 191; 0-0; 0; 4,712; 348; 0-0; 0; 24,751
Nicolas Xiviller; 1073; URU; 19; 1998.11.11; 76; 180; 0-0; 0; 2,766; 1072; 1-0; 0; 6,590
Sergey Betov; 1074; BLR; 30; 1987.10.15; 74; 185; 0-0; 0; 6,278; 61; 10-18; 0; 205,350
Alexander Weis; 1075; ITA; 20; 1997.04.24; 78; 188; 0-0; 0; 3,370; 1073; 0-0; 0; 7,222
Aron Hiltzik; 1076; USA; 21; 1996.04.17; 73; 183; 0-0; 0; 2,201; 818; 0-0; 0; 16,743
Antonio Zucca; 1077; ITA; 25; 1992.04.11;  ; ;0-0; 0; 1,416; 1039; 0-0; 0; 8,539
Jonas Trinker; 1078; AUT; 22; 1995.08.29;  ; ;0-0; 0; 3,078; 1061; 0-0; 0; 6,118
George Tsivadze; 1079; GEO; 24; 1993.01.02; 78; 191; 0-2; 0; 1,976; 471; 0-3; 0; 27,126
Louis Tessa; 1080; FRA; 19; 1998.04.06; 68; 183; 0-0; 0; 2,480; 653; 0-0; 0; 13,074
Jordan Hasson; 1081; ISR; 18; 1999.10.12;  ; ;0-0; 0; 3,572; 1081; 0-0; 0; 5,966
Ronan Joncour; 1082; FRA; 20; 1997.01.27; 80; 188; 0-0; 0; 4,184; 720; 0-0; 0; 23,817
Kelsey Stevenson; 1083; CAN; 27; 1990.05.29; 76; 183; 0-0; 0; 2,419; 905; 0-0; 0; 27,255
Bastian Wagner; 1084; GER; 23; 1994.07.16; 60; 183; 0-0; 0; 3,420; 801; 0-0; 0; 18,786
Fernando Yamacita; 1086; BRA; 20; 1997.10.01; 78; 185; 0-0; 0; 1,854; 889; 0-0; 0; 10,550
Corrado Summaria; 1087; ITA; 19; 1998.02.08;  ; ;0-0; 0; 4,170; 537; 0-0; 0; 12,778
Martin Joyce; 1088; USA; 21; 1996.10.11;  ; ;0-0; 0; 750; 1075; 0-0; 0; 4,362
Hans Podlipnik-Castillo; 1088; CHI; 29; 1988.01.09; 78; 183; 12-13; 0; 92,131; 58; 22-29; 0; 425,294
Patrik Fabian; 1090; SVK; 23; 1994.03.20; 80; 185; 0-0; 0; 1,011; 548; 0-0; 0; 32,042
Harshana Godamanna; 1090; SRI; 32; 1985.10.31;  ; ;0-0; 0; 1,011; 811; 13-7; 0; 10,760
Joao Lucas Reis Da Silva; 1090; BRA; 17; 2000.03.26;  ; ;0-0; 0; 1,011; 1085; 0-0; 0; 1,143
Elliott Orkin; 1093; USA; 23; 1994.09.09;  ; ;0-0; 0; 1,323; 1076; 0-0; 0; 2,068
Jakub Paul; 1094; SUI; 18; 1999.03.22; 80; 178; 0-0; 0; 1,474; 1077; 0-0; 0; 2,176
Greg Jones; 1095; AUS; 28; 1989.01.31; 84; 193; 0-0; 0; 3,277; 179; 1-6; 0; 338,004
Yu Chang; 1096; CHN; 29; 1988.08.14; 70; 185; 0-0; 0; 2,119; 335; 0-0; 0; 59,321
Jie Cui; 1097; CHN; 19; 1998.01.24; 72; 183; 0-0; 0; 2,970; 1063; 0-0; 0; 5,362
Miki Jankovic; 1097; SRB; 23; 1994.09.26; 75; 180; 0-0; 0; 1,424; 432; 0-2; 0; 72,130
Evan Hoyt; 1099; GBR; 22; 1995.01.16; 83; 185; 0-0; 0; 1,962; 542; 0-0; 0; 17,975
Nico Mertens; 1100; GER; 23; 1994.04.04;  ; ;0-0; 0; 2,352; 1099; 0-0; 0; 3,144
Gary Kushnirovich; 1101; USA; 26; 1991.06.20;  ; ;0-0; 0; 1,402; 901; 0-0; 0; 7,343
Alexander Lobkov; 1102; RUS; 27; 1990.10.07;  ; ;0-0; 0; 2,990; 249; 0-0; 0; 105,668
David Szintai; 1103; HUN; 20; 1997.06.09;  ; ;0-0; 0; 2,534; 1103; 0-0; 0; 6,070
Siddharth Vishwakarma; 1103; IND; 23; 1994.10.07; 74; 188; 0-0; 0; 2,430; 1023; 0-0; 0; 5,512
Johann Willems; 1103; GER; 22; 1995.01.12; 75; 180; 0-0; 0; 2,430; 869; 0-0; 0; 7,005
Junior A. Ore; 1106; USA; 25; 1992.09.08; 75; 178; 0-0; 0; 2,710; 632; 0-1; 0; 13,642
Ranjeet Virali-Murugesan; 1107; IND; 32; 1985.09.30;  ; ;0-0; 0; 2,586; 417; 0-2; 0; 77,191
Antoine Walch; 1108; FRA; 24; 1993.10.29;  ; ;0-0; 0; 2,732; 1108; 0-0; 0; 8,394
Theo Fournerie; 1109; FRA; 20; 1997.03.06;  ; ;0-0; 0; 2,932; 471; 0-0; 0; 26,743
Federico Maccari; 1110; ITA; 23; 1994.02.07; 75; 185; 0-0; 0; 2,642; 622; 0-0; 0; 22,702
Simeon Rossier; 1110; SUI; 22; 1995.01.15; 62; 173; 0-0; 0; 3,130; 747; 0-0; 0; 21,644
Patrik Niklas-Salminen; 1112; FIN; 20; 1997.03.05; 86; 188; 1-0; 0; 2,251; 705; 1-1; 0; 14,724
Sang-Woo Noh; 1113; KOR; 25; 1992.11.25; 81; 183; 0-0; 0; 1,962; 433; 0-0; 0; 31,162
